,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_0,Attrition_1,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes
727,18,287,5,2,1,1012,2,73,3,1,4,1051,13493,1,15,3,4,80,0,0,2,3,0,0,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
728,54,1441,17,3,1,1013,3,56,3,3,3,10739,13943,8,11,3,3,80,1,22,2,3,10,7,0,8,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
729,35,583,25,4,1,1014,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,3,2,16,10,10,1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
730,30,153,8,2,1,1015,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,4,2,8,7,1,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
731,20,1097,11,3,1,1016,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,2,3,1,0,0,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
732,30,109,5,3,1,1017,2,60,3,1,2,2422,25725,0,17,3,1,80,0,4,3,3,3,2,1,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
733,26,1066,2,2,1,1018,4,32,4,2,4,5472,3334,1,12,3,2,80,0,8,2,3,8,7,1,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
734,22,217,8,1,1,1019,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,3,2,4,3,1,1,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
735,48,277,6,3,1,1022,1,97,2,2,3,4240,13119,2,13,3,4,80,0,19,0,3,2,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
736,48,1355,4,4,1,1024,3,78,2,3,3,10999,22245,7,14,3,2,80,0,27,3,3,15,11,4,8,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
737,41,549,7,2,1,1025,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,6,3,2,2,2,1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
738,39,466,1,1,1,1026,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,3,21,6,11,8,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
739,27,1055,2,4,1,1027,1,47,3,2,4,4227,4658,0,18,3,2,80,1,4,2,3,3,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
740,35,802,10,3,1,1028,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,4,2,3,2,1,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
741,42,265,5,2,1,1029,4,90,3,5,3,18303,7770,6,13,3,2,80,0,21,3,4,1,0,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
742,50,804,9,3,1,1030,1,64,3,1,4,2380,20165,4,18,3,2,80,0,8,5,3,1,0,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
743,59,715,2,3,1,1032,3,69,2,4,4,13726,21829,3,13,3,1,80,0,30,4,3,5,3,4,3,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True
744,37,1141,11,2,1,1033,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,2,1,1,0,0,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
745,55,135,18,4,1,1034,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,3,8,7,6,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
746,41,247,7,1,1,1035,2,55,1,5,3,19973,20284,1,22,4,2,80,2,21,3,3,21,16,5,10,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
747,38,1035,3,4,1,1036,2,42,3,2,4,6861,4981,8,12,3,3,80,0,19,1,3,1,0,0,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
748,26,265,29,2,1,1037,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,6,3,2,2,2,2,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
749,52,266,2,1,1,1038,1,57,1,5,4,19845,25846,1,15,3,4,80,1,33,3,3,32,14,6,9,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
750,44,1448,28,3,1,1039,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,2,3,12,11,11,11,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
751,50,145,1,3,1,1040,4,95,3,2,3,6347,24920,0,12,3,1,80,1,19,3,3,18,7,0,13,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
752,36,885,16,4,1,1042,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,1,3,17,13,15,14,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
753,39,945,22,3,1,1043,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,2,3,21,6,2,8,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True
754,33,1038,8,1,1,1044,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2,2,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
755,45,1234,11,2,1,1045,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,4,9,3,1,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
756,32,1109,29,4,1,1046,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,2,3,8,7,7,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
757,34,216,1,4,1,1047,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
758,59,1089,1,2,1,1048,2,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,1,6,4,0,4,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
759,45,788,24,4,1,1049,2,36,3,1,2,2177,8318,1,16,3,1,80,0,6,3,3,6,3,0,4,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
760,53,124,2,3,1,1050,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,2,3,15,7,6,12,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
761,36,660,15,3,1,1052,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,3,2,1,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
762,26,342,2,3,1,1053,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,2,3,3,2,1,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
763,34,1333,10,4,1,1055,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,2,3,1,1,0,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True
764,28,1144,10,1,1,1056,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,5,3,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
765,38,1186,3,4,1,1060,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,2,3,2,2,2,2,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
766,50,1464,2,4,1,1061,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,2,8,1,7,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
767,37,124,3,3,1,1062,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,3,2,4,3,0,1,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
768,40,300,26,3,1,1066,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
769,26,921,1,1,1,1068,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,5,3,5,3,1,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
770,46,430,1,4,1,1069,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,0,3,2,2,2,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
771,54,1082,2,4,1,1070,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
772,56,1240,9,3,1,1071,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,4,3,5,4,0,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
773,36,796,12,5,1,1073,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,2,14,8,7,8,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
774,55,444,2,1,1,1074,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
775,43,415,25,3,1,1076,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,5,3,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
776,20,769,9,3,1,1077,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,3,2,2,0,2,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True
777,21,1334,10,3,1,1079,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
778,46,1003,8,4,1,1080,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,2,3,16,13,1,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
779,51,1323,4,4,1,1081,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,2,4,10,0,2,7,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
780,28,1366,24,2,1,1082,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,2,10,7,1,9,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
781,26,192,1,2,1,1083,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,2,3,5,3,1,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
782,30,1176,20,3,1,1084,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,1,2,6,2,0,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
783,41,509,7,2,1,1085,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,3,10,6,0,8,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
784,38,330,17,1,1,1088,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
785,40,1492,20,4,1,1092,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,6,3,11,10,11,1,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
786,27,1277,8,5,1,1094,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
787,55,1091,2,1,1,1096,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
788,28,857,10,3,1,1097,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,4,8,7,1,7,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
789,44,1376,1,2,1,1098,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
790,33,654,5,3,1,1099,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,2,3,3,2,1,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
791,35,1204,4,3,1,1100,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,2,3,8,7,4,7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
792,33,827,29,4,1,1101,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,4,3,13,7,3,8,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
793,28,895,15,2,1,1102,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
794,34,618,3,1,1,1103,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
795,37,309,10,4,1,1105,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,5,3,1,0,0,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
796,25,1219,4,1,1,1106,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,3,4,7,7,5,6,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
797,26,1330,21,3,1,1107,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,0,2,1,1,0,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
798,33,1017,25,3,1,1108,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,0,3,2,2,2,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
799,42,469,2,2,1,1109,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,3,22,6,13,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
800,28,1009,1,3,1,1111,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,2,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
801,50,959,1,4,1,1113,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,4,3,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
802,33,970,7,3,1,1114,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
803,34,697,3,4,1,1115,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
804,48,1262,1,4,1,1116,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,3,2,5,4,2,1,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
805,45,1050,9,4,1,1117,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
806,52,994,7,4,1,1118,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
807,38,770,10,4,1,1119,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,2,3,8,7,2,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
808,29,1107,28,4,1,1120,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
809,28,950,3,3,1,1121,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,3,2,9,7,1,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
810,46,406,3,1,1,1124,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
811,38,130,2,2,1,1125,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,2,3,1,0,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
812,43,1082,27,3,1,1126,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,1,3,8,7,0,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
813,39,203,2,3,1,1127,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
814,40,1308,14,3,1,1128,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,2,4,20,7,4,9,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
815,21,984,1,1,1,1131,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
816,39,439,9,3,1,1132,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
817,36,217,18,4,1,1133,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,0,3,11,9,0,9,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
818,31,793,20,3,1,1135,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,4,3,2,2,2,2,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
819,28,1451,2,1,1,1136,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
820,35,1182,11,2,1,1137,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,3,5,2,0,2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
821,49,174,8,4,1,1138,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
822,34,1003,2,2,1,1140,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,3,2,3,2,0,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
823,29,490,10,3,1,1143,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,2,7,5,1,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
824,42,188,29,3,1,1148,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,3,1,0,0,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
825,29,718,8,1,1,1150,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
826,38,433,1,3,1,1152,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,2,4,7,6,5,0,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
827,28,773,6,3,1,1154,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
828,18,247,8,1,1,1156,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,0,3,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
829,33,603,9,4,1,1157,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,3,5,2,0,3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
830,41,167,12,4,1,1158,2,46,3,1,4,4766,9051,3,11,3,1,80,1,6,4,3,1,0,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
831,31,874,15,3,1,1160,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,5,2,2,2,2,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
832,37,367,25,2,1,1161,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,2,3,6,2,1,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
833,27,199,6,3,1,1162,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,0,3,4,2,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
834,34,1400,9,1,1,1163,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,3,2,6,5,1,3,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
835,35,528,8,4,1,1164,3,100,3,1,3,4323,7108,1,17,3,2,80,0,6,2,1,5,4,1,4,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
836,29,408,23,1,1,1165,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,3,1,11,8,3,10,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
837,40,593,9,4,1,1166,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,3,2,18,7,2,13,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
838,42,481,12,3,1,1167,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,2,21,9,13,14,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
